psgc10,psgc9,name,level,city_class,income_class,province,region,old_names
0304927000,034927000,San Leonardo,Mun,,1st,Nueva Ecija,Region III (Central Luzon),
0304928000,034928000,Santa Rosa,Mun,,1st,Nueva Ecija,Region III (Central Luzon),
0304929000,034929000,Santo Domingo,Mun,,3rd,Nueva Ecija,Region III (Central Luzon),
0304930000,034930000,Talavera,Mun,,1st,Nueva Ecija,Region III (Central Luzon),
0304931000,034931000,Talugtug,Mun,,4th,Nueva Ecija,Region III (Central Luzon),
0304932000,034932000,Zaragoza,Mun,,3rd,Nueva Ecija,Region III (Central Luzon),
0305402000,035402000,Apalit,Mun,,1st,Pampanga,Region III (Central Luzon),
0305403000,035403000,Arayat,Mun,,1st,Pampanga,Region III (Central Luzon),
0305404000,035404000,Bacolor,Mun,,3rd,Pampanga,Region III (Central Luzon),
0305405000,035405000,Candaba,Mun,,1st,Pampanga,Region III (Central Luzon),
0305406000,035406000,Floridablanca,Mun,,1st,Pampanga,Region III (Central Luzon),
0305407000,035407000,Guagua,Mun,,1st,Pampanga,Region III (Central Luzon),
0305408000,035408000,Lubao,Mun,,1st,Pampanga,Region III (Central Luzon),
0305409000,035409000,Mabalacat City,City,CC,3rd,Pampanga,Region III (Central Luzon),
0305410000,035410000,Macabebe,Mun,,1st,Pampanga,Region III (Central Luzon),
0305411000,035411000,Magalang,Mun,,1st,Pampanga,Region III (Central Luzon),
0305412000,035412000,Masantol,Mun,,2nd,Pampanga,Region III (Central Luzon),
0305413000,035413000,Mexico,Mun,,1st,Pampanga,Region III (Central Luzon),
0305414000,035414000,Minalin,Mun,,4th,Pampanga,Region III (Central Luzon),
0305415000,035415000,Porac,Mun,,1st,Pampanga,Region III (Central Luzon),
0305416000,035416000,City of San Fernando ,City,CC,1st,Pampanga,Region III (Central Luzon),
0305417000,035417000,San Luis,Mun,,3rd,Pampanga,Region III (Central Luzon),
0305418000,035418000,San Simon,Mun,,3rd*,Pampanga,Region III (Central Luzon),
0305419000,035419000,Santa Ana,Mun,,3rd,Pampanga,Region III (Central Luzon),
0305420000,035420000,Santa Rita,Mun,,4th,Pampanga,Region III (Central Luzon),
0305421000,035421000,Sto. Tomas,Mun,,4th,Pampanga,Region III (Central Luzon),
0305422000,035422000,Sasmuan,Mun,,4th,Pampanga,Region III (Central Luzon),Sexmoan
0306901000,036901000,Anao,Mun,,5th,Tarlac,Region III (Central Luzon),
0306902000,036902000,Bamban,Mun,,2nd,Tarlac,Region III (Central Luzon),
0306903000,036903000,Camiling,Mun,,1st,Tarlac,Region III (Central Luzon),
0306904000,036904000,Capas,Mun,,1st,Tarlac,Region III (Central Luzon),
0306905000,036905000,Concepcion,Mun,,1st,Tarlac,Region III (Central Luzon),
0306906000,036906000,Gerona,Mun,,1st,Tarlac,Region III (Central Luzon),
0306907000,036907000,La Paz,Mun,,2nd,Tarlac,Region III (Central Luzon),
0306908000,036908000,Mayantoc,Mun,,3rd,Tarlac,Region III (Central Luzon),
0306909000,036909000,Moncada,Mun,,1st,Tarlac,Region III (Central Luzon),
0306910000,036910000,Paniqui,Mun,,1st,Tarlac,Region III (Central Luzon),
0306911000,036911000,Pura,Mun,,4th,Tarlac,Region III (Central Luzon),
0306912000,036912000,Ramos,Mun,,5th,Tarlac,Region III (Central Luzon),
0306913000,036913000,San Clemente,Mun,,5th,Tarlac,Region III (Central Luzon),
0306914000,036914000,San Manuel,Mun,,4th,Tarlac,Region III (Central Luzon),
0306915000,036915000,Santa Ignacia,Mun,,2nd,Tarlac,Region III (Central Luzon),
0306916000,036916000,City of Tarlac ,City,CC,1st,Tarlac,Region III (Central Luzon),
0306917000,036917000,Victoria,Mun,,2nd,Tarlac,Region III (Central Luzon),
0306918000,036918000,San Jose,Mun,,3rd,Tarlac,Region III (Central Luzon),
0307101000,037101000,Botolan,Mun,,1st,Zambales,Region III (Central Luzon),
0307102000,037102000,Cabangan,Mun,,4th,Zambales,Region III (Central Luzon),
0307103000,037103000,Candelaria,Mun,,3rd,Zambales,Region III (Central Luzon),
0307104000,037104000,Castillejos,Mun,,3rd,Zambales,Region III (Central Luzon),
0307105000,037105000,Iba ,Mun,,2nd,Zambales,Region III (Central Luzon),
0307106000,037106000,Masinloc,Mun,,1st,Zambales,Region III (Central Luzon),
0307108000,037108000,Palauig,Mun,,3rd,Zambales,Region III (Central Luzon),
0307109000,037109000,San Antonio,Mun,,2nd,Zambales,Region III (Central Luzon),
0307110000,037110000,San Felipe,Mun,,4th,Zambales,Region III (Central Luzon),
0307111000,037111000,San Marcelino,Mun,,1st,Zambales,Region III (Central Luzon),
0307112000,037112000,San Narciso,Mun,,4th,Zambales,Region III (Central Luzon),
0307113000,037113000,Santa Cruz,Mun,,1st,Zambales,Region III (Central Luzon),
0307114000,037114000,Subic,Mun,,1st,Zambales,Region III (Central Luzon),
0307701000,037701000,Baler ,Mun,,3rd,Aurora,Region III (Central Luzon),
0307702000,037702000,Casiguran,Mun,,2nd,Aurora,Region III (Central Luzon),
0307703000,037703000,Dilasag,Mun,,3rd,Aurora,Region III (Central Luzon),
0307704000,037704000,Dinalungan,Mun,,4th,Aurora,Region III (Central Luzon),
0307705000,037705000,Dingalan,Mun,,3rd,Aurora,Region III (Central Luzon),
0307706000,037706000,Dipaculao,Mun,,3rd,Aurora,Region III (Central Luzon),
0307707000,037707000,Maria Aurora,Mun,,2nd,Aurora,Region III (Central Luzon),
0307708000,037708000,San Luis,Mun,,2nd,Aurora,Region III (Central Luzon),
0330100000,035401000,City of Angeles,City,HUC,1st,Region III (Central Luzon),Region III (Central Luzon),
0331400000,037107000,City of Olongapo,City,HUC,1st,Region III (Central Luzon),Region III (Central Luzon),
0401001000,041001000,Agoncillo,Mun,,4th,Batangas,Region IV-A (CALABARZON),
0401002000,041002000,Alitagtag,Mun,,4th,Batangas,Region IV-A (CALABARZON),
0401003000,041003000,Balayan,Mun,,1st,Batangas,Region IV-A (CALABARZON),
0401004000,041004000,Balete,Mun,,5th,Batangas,Region IV-A (CALABARZON),
0401005000,041005000,Batangas City ,City,CC,1st,Batangas,Region IV-A (CALABARZON),
0401006000,041006000,Bauan,Mun,,1st,Batangas,Region IV-A (CALABARZON),
0401007000,041007000,City of Calaca,City,CC,1st (as Mun),Batangas,Region IV-A (CALABARZON),
0401008000,041008000,Calatagan,Mun,,2nd,Batangas,Region IV-A (CALABARZON),
0401009000,041009000,Cuenca,Mun,,4th,Batangas,Region IV-A (CALABARZON),
0401010000,041010000,Ibaan,Mun,,2nd,Batangas,Region IV-A (CALABARZON),
0401011000,041011000,Laurel,Mun,,3rd,Batangas,Region IV-A (CALABARZON),
0401012000,041012000,Lemery,Mun,,1st,Batangas,Region IV-A (CALABARZON),
0401013000,041013000,Lian,Mun,,3rd,Batangas,Region IV-A (CALABARZON),
0401014000,041014000,City of Lipa,City,CC,1st,Batangas,Region IV-A (CALABARZON),
0401015000,041015000,Lobo,Mun,,3rd,Batangas,Region IV-A (CALABARZON),
0401016000,041016000,Mabini,Mun,,1st,Batangas,Region IV-A (CALABARZON),
0401017000,041017000,Malvar,Mun,,2nd,Batangas,Region IV-A (CALABARZON),
0401018000,041018000,Mataasnakahoy,Mun,,4th,Batangas,Region IV-A (CALABARZON),
0401019000,041019000,Nasugbu,Mun,,1st,Batangas,Region IV-A (CALABARZON),
0401020000,041020000,Padre Garcia,Mun,,2nd,Batangas,Region IV-A (CALABARZON),
0401021000,041021000,Rosario,Mun,,1st,Batangas,Region IV-A (CALABARZON),
0401022000,041022000,San Jose,Mun,,1st,Batangas,Region IV-A (CALABARZON),
0401023000,041023000,San Juan,Mun,,1st,Batangas,Region IV-A (CALABARZON),
0401024000,041024000,San Luis,Mun,,4th,Batangas,Region IV-A (CALABARZON),
0401025000,041025000,San Nicolas,Mun,,5th,Batangas,Region IV-A (CALABARZON),
0401026000,041026000,San Pascual,Mun,,1st,Batangas,Region IV-A (CALABARZON),
0401027000,041027000,Santa Teresita,Mun,,5th,Batangas,Region IV-A (CALABARZON),
0401028000,041028000,City of Sto. Tomas,City,CC,1st (as Mun),Batangas,Region IV-A (CALABARZON),
0401029000,041029000,Taal,Mun,,3rd,Batangas,Region IV-A (CALABARZON),
0401030000,041030000,Talisay,Mun,,3rd,Batangas,Region IV-A (CALABARZON),
0401031000,041031000,City of Tanauan,City,CC,2nd,Batangas,Region IV-A (CALABARZON),
0401032000,041032000,Taysan,Mun,,2nd,Batangas,Region IV-A (CALABARZON),
0401033000,041033000,Tingloy,Mun,,5th,Batangas,Region IV-A (CALABARZON),
0401034000,041034000,Tuy,Mun,,3rd,Batangas,Region IV-A (CALABARZON),
0402101000,042101000,Alfonso,Mun,,1st,Cavite,Region IV-A (CALABARZON),
0402102000,042102000,Amadeo,Mun,,4th,Cavite,Region IV-A (CALABARZON),
0402103000,042103000,City of Bacoor,City,CC,1st (as Mun),Cavite,Region IV-A (CALABARZON),
0402104000,042104000,City of Carmona,City,CC,1st (as Mun),Cavite,Region IV-A (CALABARZON),
0402105000,042105000,City of Cavite,City,CC,4th,Cavite,Region IV-A (CALABARZON),
0402106000,042106000,City of Dasmariñas,City,CC,1st (as Mun),Cavite,Region IV-A (CALABARZON),
0402107000,042107000,General Emilio Aguinaldo,Mun,,5th,Cavite,Region IV-A (CALABARZON),
0402108000,042108000,City of General Trias,City,CC,1st (as Mun),Cavite,Region IV-A (CALABARZON),
0402109000,042109000,City of Imus,City,CC,3rd,Cavite,Region IV-A (CALABARZON),
0402110000,042110000,Indang,Mun,,1st,Cavite,Region IV-A (CALABARZON),
0402111000,042111000,Kawit,Mun,,1st,Cavite,Region IV-A (CALABARZON),
0402112000,042112000,Magallanes,Mun,,4th,Cavite,Region IV-A (CALABARZON),
0402113000,042113000,Maragondon,Mun,,3rd,Cavite,Region IV-A (CALABARZON),
0402114000,042114000,Mendez,Mun,,4th,Cavite,Region IV-A (CALABARZON),Mendez-Nuñez
0402115000,042115000,Naic,Mun,,1st,Cavite,Region IV-A (CALABARZON),
0402116000,042116000,Noveleta,Mun,,3rd,Cavite,Region IV-A (CALABARZON),
0402117000,042117000,Rosario,Mun,,1st,Cavite,Region IV-A (CALABARZON),
0402118000,042118000,Silang,Mun,,1st,Cavite,Region IV-A (CALABARZON),
0402119000,042119000,City of Tagaytay,City,CC,2nd,Cavite,Region IV-A (CALABARZON),
0402120000,042120000,Tanza,Mun,,1st,Cavite,Region IV-A (CALABARZON),
0402121000,042121000,Ternate,Mun,,4th,Cavite,Region IV-A (CALABARZON),
0402122000,042122000,City of Trece Martires ,City,CC,4th,Cavite,Region IV-A (CALABARZON),
0402123000,042123000,Gen. Mariano Alvarez,Mun,,1st,Cavite,Region IV-A (CALABARZON),
0403401000,043401000,Alaminos,Mun,,3rd,Laguna,Region IV-A (CALABARZON),
0403402000,043402000,Bay,Mun,,2nd,Laguna,Region IV-A (CALABARZON),
0403403000,043403000,City of Biñan,City,CC,1st (as Mun),Laguna,Region IV-A (CALABARZON),
0403404000,043404000,City of Cabuyao,City,CC,1st (as Mun),Laguna,Region IV-A (CALABARZON),
0403405000,043405000,City of Calamba,City,CC,1st,Laguna,Region IV-A (CALABARZON),
0403406000,043406000,Calauan,Mun,,2nd,Laguna,Region IV-A (CALABARZON),
0403407000,043407000,Cavinti,Mun,,3rd,Laguna,Region IV-A (CALABARZON),
0403408000,043408000,Famy,Mun,,5th,Laguna,Region IV-A (CALABARZON),
0403409000,043409000,Kalayaan,Mun,,3rd,Laguna,Region IV-A (CALABARZON),
0403410000,043410000,Liliw,Mun,,4th,Laguna,Region IV-A (CALABARZON),
0403411000,043411000,Los Baños,Mun,,1st,Laguna,Region IV-A (CALABARZON),
0403412000,043412000,Luisiana,Mun,,4th,Laguna,Region IV-A (CALABARZON),
0403413000,043413000,Lumban,Mun,,3rd,Laguna,Region IV-A (CALABARZON),
0403414000,043414000,Mabitac,Mun,,5th,Laguna,Region IV-A (CALABARZON),
0403415000,043415000,Magdalena,Mun,,4th,Laguna,Region IV-A (CALABARZON),
0403416000,043416000,Majayjay,Mun,,4th,Laguna,Region IV-A (CALABARZON),
0403417000,043417000,Nagcarlan,Mun,,2nd,Laguna,Region IV-A (CALABARZON),
0403418000,043418000,Paete,Mun,,4th,Laguna,Region IV-A (CALABARZON),
0403419000,043419000,Pagsanjan,Mun,,3rd,Laguna,Region IV-A (CALABARZON),
0403420000,043420000,Pakil,Mun,,5th,Laguna,Region IV-A (CALABARZON),
0403421000,043421000,Pangil,Mun,,4th,Laguna,Region IV-A (CALABARZON),
0403422000,043422000,Pila,Mun,,3rd,Laguna,Region IV-A (CALABARZON),
0403423000,043423000,Rizal,Mun,,5th,Laguna,Region IV-A (CALABARZON),
0403424000,043424000,City of San Pablo,City,CC,1st,Laguna,Region IV-A (CALABARZON),
0403425000,043425000,City of San Pedro,City,CC,3rd,Laguna,Region IV-A (CALABARZON),
0403426000,043426000,Santa Cruz ,Mun,,1st,Laguna,Region IV-A (CALABARZON),
0403427000,043427000,Santa Maria,Mun,,4th,Laguna,Region IV-A (CALABARZON),
